(0.625,0.2307692308)
(0.6218905473,0.2331288344)
(0.6188118812,0.2354740061)
(0.6157635468,0.237804878)
(0.612745098,0.2401215805)
(0.6097560976,0.2424242424)
(0.6067961165,0.2447129909)
(0.6038647343,0.2469879518)
(0.6009615385,0.2492492492)
(0.5980861244,0.251497006)
(0.5952380952,0.2537313433)
(0.5924170616,0.255952381)
(0.5896226415,0.2581602374)
(0.5868544601,0.2603550296)
(0.5841121495,0.2625368732)
(0.5813953488,0.2647058824)
(0.5787037037,0.2668621701)
(0.5760368664,0.269005848)
(0.5733944954,0.2711370262)
(0.5707762557,0.273255814)
(0.5681818182,0.2753623188)
(0.5656108597,0.2774566474)
(0.5630630631,0.2795389049)
(0.5605381166,0.2816091954)
(0.5580357143,0.2836676218)
(0.5555555556,0.2857142857)
(0.5530973451,0.2877492877)
(0.550660793,0.2897727273)
(0.548245614,0.2917847025)
(0.5458515284,0.2937853107)
(0.5434782609,0.2957746479)
(0.5411255411,0.297752809)
(0.5387931034,0.299719888)
(0.5364806867,0.3016759777)
(0.5341880342,0.3036211699)
(0.5319148936,0.3055555556)
(0.5296610169,0.3074792244)
(0.5274261603,0.3093922652)
(0.525210084,0.3112947658)
(0.5230125523,0.3131868132)
(0.5208333333,0.3150684932)
(0.5186721992,0.3169398907)
(0.5165289256,0.3188010899)
(0.5144032922,0.3206521739)
(0.512295082,0.3224932249)
(0.5102040816,0.3243243243)
(0.5081300813,0.3261455526)
(0.5060728745,0.3279569892)
(0.5040322581,0.3297587131)
(0.5020080321,0.3315508021)
(0.5,0.3333333333)
(0.4980079681,0.335106383)
(0.496031746,0.3368700265)
(0.4940711462,0.3386243386)
(0.4921259843,0.3403693931)
(0.4901960784,0.3421052632)
(0.48828125,0.343832021)
(0.486381323,0.3455497382)
(0.484496124,0.3472584856)
(0.4826254826,0.3489583333)
(0.4807692308,0.3506493506)
(0.4789272031,0.3523316062)
(0.4770992366,0.354005168)
(0.4752851711,0.3556701031)
(0.4734848485,0.3573264781)
(0.4716981132,0.358974359)
(0.469924812,0.3606138107)
(0.468164794,0.362244898)
(0.4664179104,0.3638676845)
(0.4646840149,0.3654822335)
(0.462962963,0.3670886076)
(0.4612546125,0.3686868687)
(0.4595588235,0.3702770781)
(0.4578754579,0.3718592965)
(0.4562043796,0.373433584)
(0.4545454545,0.375)
(0.4528985507,0.3765586035)
(0.4512635379,0.3781094527)
(0.4496402878,0.3796526055)
(0.4480286738,0.3811881188)
(0.4464285714,0.3827160494)
(0.4448398577,0.3842364532)
(0.4432624113,0.3857493857)
(0.4416961131,0.387254902)
(0.4401408451,0.3887530562)
(0.4385964912,0.3902439024)
(0.4370629371,0.3917274939)
(0.4355400697,0.3932038835)
(0.4340277778,0.3946731235)
(0.4325259516,0.3961352657)
(0.4310344828,0.3975903614)
(0.4295532646,0.3990384615)
(0.4280821918,0.4004796163)
(0.4266211604,0.4019138756)
(0.425170068,0.4033412888)
(0.4237288136,0.4047619048)
(0.4222972973,0.406175772)
(0.4208754209,0.4075829384)
(0.4194630872,0.4089834515)
(0.4180602007,0.4103773585)
(0.4166666667,0.4117647059)
(0.415282392,0.4131455399)
(0.4139072848,0.4145199063)
(0.4125412541,0.4158878505)
(0.4111842105,0.4172494172)
(0.4098360656,0.4186046512)
(0.408496732,0.4199535963)
(0.4071661238,0.4212962963)
(0.4058441558,0.4226327945)
(0.4045307443,0.4239631336)
(0.4032258065,0.4252873563)
(0.4019292605,0.4266055046)
(0.4006410256,0.4279176201)
(0.3993610224,0.4292237443)
(0.398089172,0.430523918)
(0.3968253968,0.4318181818)
(0.3955696203,0.433106576)
(0.3943217666,0.4343891403)
(0.393081761,0.4356659142)
(0.3918495298,0.4369369369)
(0.390625,0.4382022472)
(0.3894080997,0.4394618834)
(0.3881987578,0.4407158837)
(0.386996904,0.4419642857)
(0.3858024691,0.4432071269)
(0.3846153846,0.4444444444)
(0.3834355828,0.4456762749)
(0.3822629969,0.4469026549)
(0.381097561,0.4481236203)
(0.3799392097,0.449339207)
(0.3787878788,0.4505494505)
(0.3776435045,0.451754386)
(0.3765060241,0.4529540481)
(0.3753753754,0.4541484716)
(0.374251497,0.4553376906)
(0.3731343284,0.4565217391)
(0.3720238095,0.4577006508)
(0.3709198813,0.4588744589)
(0.3698224852,0.4600431965)
(0.3687315634,0.4612068966)
(0.3676470588,0.4623655914)
(0.366568915,0.4635193133)
(0.365497076,0.4646680942)
(0.3644314869,0.4658119658)
(0.363372093,0.4669509595)
(0.3623188406,0.4680851064)
(0.3612716763,0.4692144374)
(0.3602305476,0.4703389831)
(0.3591954023,0.4714587738)
(0.3581661891,0.4725738397)
(0.3571428571,0.4736842105)
(0.3561253561,0.474789916)
(0.3551136364,0.4758909853)
(0.3541076487,0.4769874477)
(0.3531073446,0.4780793319)
(0.3521126761,0.4791666667)
(0.3511235955,0.4802494802)
(0.350140056,0.4813278008)
(0.3491620112,0.4824016563)
(0.348189415,0.4834710744)
(0.3472222222,0.4845360825)
(0.3462603878,0.4855967078)
(0.3453038674,0.4866529774)
(0.3443526171,0.487704918)
(0.3434065934,0.4887525562)
(0.3424657534,0.4897959184)
(0.3415300546,0.4908350305)
(0.340599455,0.4918699187)
(0.339673913,0.4929006085)
(0.3387533875,0.4939271255)
(0.3378378378,0.4949494949)
(0.3369272237,0.4959677419)
(0.3360215054,0.4969818913)
(0.3351206434,0.4979919679)
(0.3342245989,0.498997996)
(0.3333333333,0.5)
(0.3324468085,0.500998004)
(0.3315649867,0.5019920319)
(0.3306878307,0.5029821074)
(0.3298153034,0.503968254)
(0.3289473684,0.504950495)
(0.3280839895,0.5059288538)
(0.3272251309,0.5069033531)
(0.3263707572,0.5078740157)
(0.3255208333,0.5088408644)
(0.3246753247,0.5098039216)
(0.3238341969,0.5107632094)
(0.322997416,0.51171875)
(0.3221649485,0.5126705653)
(0.3213367609,0.513618677)
(0.3205128205,0.5145631068)
(0.3196930946,0.515503876)
(0.318877551,0.5164410058)
(0.3180661578,0.5173745174)
(0.3172588832,0.5183044316)
(0.3164556962,0.5192307692)
(0.3156565657,0.5201535509)
(0.314861461,0.5210727969)
(0.3140703518,0.5219885277)
(0.313283208,0.5229007634)
(0.3125,0.5238095238)
(0.3117206983,0.5247148289)
(0.3109452736,0.5256166983)
(0.3101736973,0.5265151515)
(0.3094059406,0.5274102079)
(0.3086419753,0.5283018868)
(0.3078817734,0.5291902072)
(0.3071253071,0.530075188)
(0.306372549,0.530956848)
(0.3056234719,0.531835206)
(0.3048780488,0.5327102804)
(0.304136253,0.5335820896)
(0.3033980583,0.5344506518)
(0.3026634383,0.5353159851)
(0.3019323671,0.5361781076)
(0.3012048193,0.537037037)
(0.3004807692,0.5378927911)
(0.2997601918,0.5387453875)
(0.2990430622,0.5395948435)
(0.2983293556,0.5404411765)
(0.2976190476,0.5412844037)
(0.296912114,0.5421245421)
(0.2962085308,0.5429616088)
(0.2955082742,0.5437956204)
(0.2948113208,0.5446265938)
(0.2941176471,0.5454545455)
(0.29342723,0.5462794918)
(0.2927400468,0.5471014493)
(0.2920560748,0.547920434)
(0.2913752914,0.5487364621)
(0.2906976744,0.5495495495)
(0.2900232019,0.5503597122)
(0.2893518519,0.5511669659)
(0.2886836028,0.5519713262)
(0.2880184332,0.5527728086)
(0.2873563218,0.5535714286)
(0.2866972477,0.5543672014)
(0.2860411899,0.5551601423)
(0.2853881279,0.5559502664)
(0.284738041,0.5567375887)
(0.2840909091,0.5575221239)
(0.283446712,0.5583038869)
(0.2828054299,0.5590828924)
(0.2821670429,0.5598591549)
(0.2815315315,0.5606326889)
(0.2808988764,0.5614035088)
(0.2802690583,0.5621716287)
(0.2796420582,0.5629370629)
(0.2790178571,0.5636998255)
(0.2783964365,0.5644599303)
(0.2777777778,0.5652173913)
(0.2771618625,0.5659722222)
(0.2765486726,0.5667244367)
(0.2759381898,0.5674740484)
(0.2753303965,0.5682210708)
(0.2747252747,0.5689655172)
(0.274122807,0.569707401)
(0.2735229759,0.5704467354)
(0.2729257642,0.5711835334)
(0.2723311547,0.5719178082)
(0.2717391304,0.5726495726)
(0.2711496746,0.5733788396)
(0.2705627706,0.5741056218)
(0.2699784017,0.574829932)
(0.2693965517,0.5755517827)
(0.2688172043,0.5762711864)
(0.2682403433,0.5769881557)
(0.2676659529,0.5777027027)
(0.2670940171,0.5784148398)
(0.2665245203,0.5791245791)
(0.2659574468,0.5798319328)
(0.2653927813,0.5805369128)
(0.2648305085,0.581239531)
(0.2642706131,0.5819397993)
(0.2637130802,0.5826377295)
(0.2631578947,0.5833333333)
(0.262605042,0.5840266223)
(0.2620545073,0.584717608)
(0.2615062762,0.5854063018)
(0.260960334,0.5860927152)
(0.2604166667,0.5867768595)
(0.2598752599,0.5874587459)
(0.2593360996,0.5881383855)
(0.2587991718,0.5888157895)
(0.2582644628,0.5894909688)
(0.2577319588,0.5901639344)
(0.2572016461,0.5908346972)
(0.2566735113,0.591503268)
(0.256147541,0.5921696574)
(0.2556237219,0.5928338762)
(0.2551020408,0.593495935)
(0.2545824847,0.5941558442)
(0.2540650407,0.5948136143)
(0.2535496957,0.5954692557)
(0.2530364372,0.5961227787)
(0.2525252525,0.5967741935)
(0.252016129,0.5974235105)
(0.2515090543,0.5980707395)
(0.2510040161,0.5987158909)
(0.250501002,0.5993589744)
(0.25,0.6)
(0.249500998,0.6006389776)
(0.2490039841,0.6012759171)
(0.2485089463,0.601910828)
(0.248015873,0.6025437202)
(0.2475247525,0.6031746032)
(0.2470355731,0.6038034865)
(0.2465483235,0.6044303797)
(0.2460629921,0.6050552923)
(0.2455795678,0.6056782334)
(0.2450980392,0.6062992126)
(0.2446183953,0.606918239)
(0.244140625,0.6075353218)
(0.2436647173,0.6081504702)
(0.2431906615,0.6087636933)
(0.2427184466,0.609375)
(0.242248062,0.6099843994)
(0.2417794971,0.6105919003)
(0.2413127413,0.6111975117)
(0.2408477842,0.6118012422)
(0.2403846154,0.6124031008)
(0.2399232246,0.613003096)
(0.2394636015,0.6136012365)
(0.2390057361,0.6141975309)
(0.2385496183,0.6147919877)
(0.2380952381,0.6153846154)
(0.2376425856,0.6159754224)
(0.2371916509,0.6165644172)
(0.2367424242,0.617151608)
(0.236294896,0.6177370031)
(0.2358490566,0.6183206107)
(0.2354048964,0.618902439)
(0.234962406,0.6194824962)
(0.234521576,0.6200607903)
(0.234082397,0.6206373293)
(0.2336448598,0.6212121212)
(0.2332089552,0.621785174)
(0.2327746741,0.6223564955)
(0.2323420074,0.6229260935)
(0.2319109462,0.6234939759)
(0.2314814815,0.6240601504)
(0.2310536044,0.6246246246)
(0.2306273063,0.6251874063)
(0.2302025783,0.625748503)
(0.2297794118,0.6263079223)
(0.2293577982,0.6268656716)
(0.2289377289,0.6274217586)
(0.2285191956,0.6279761905)
(0.2281021898,0.6285289747)
(0.2276867031,0.6290801187)
(0.2272727273,0.6296296296)
(0.2268602541,0.6301775148)
(0.2264492754,0.6307237814)
(0.226039783,0.6312684366)
(0.225631769,0.6318114875)
(0.2252252252,0.6323529412)
(0.2248201439,0.6328928047)
(0.2244165171,0.633431085)
(0.2240143369,0.6339677892)
(0.2236135957,0.634502924)
(0.2232142857,0.6350364964)
(0.2228163993,0.6355685131)
(0.2224199288,0.6360989811)
(0.2220248668,0.636627907)
(0.2216312057,0.6371552975)
(0.2212389381,0.6376811594)
(0.2208480565,0.6382054993)
(0.2204585538,0.6387283237)
(0.2200704225,0.6392496392)
(0.2196836555,0.6397694524)
(0.2192982456,0.6402877698)
(0.2189141856,0.6408045977)
(0.2185314685,0.6413199426)
(0.2181500873,0.6418338109)
(0.2177700348,0.6423462089)
(0.2173913043,0.6428571429)
(0.2170138889,0.6433666191)
(0.2166377816,0.6438746439)
(0.2162629758,0.6443812233)
(0.2158894646,0.6448863636)
(0.2155172414,0.6453900709)
(0.2151462995,0.6458923513)
(0.2147766323,0.6463932107)
(0.2144082333,0.6468926554)
(0.2140410959,0.6473906911)
(0.2136752137,0.6478873239)
(0.2133105802,0.6483825598)
(0.2129471891,0.6488764045)
(0.212585034,0.649368864)
(0.2122241087,0.649859944)
(0.2118644068,0.6503496503)
(0.2115059222,0.6508379888)
(0.2111486486,0.6513249651)
(0.2107925801,0.651810585)
(0.2104377104,0.652294854)
(0.2100840336,0.6527777778)
(0.2097315436,0.653259362)
(0.2093802345,0.6537396122)
(0.2090301003,0.6542185339)
(0.2086811352,0.6546961326)
(0.2083333333,0.6551724138)
