(0.201818665,0.9174311927)
(0.2035555702,0.9154021911)
(0.2052746583,0.9133554487)
(0.2069761361,0.9112912633)
(0.2086602074,0.9092099329)
(0.2103270732,0.9071117562)
(0.2119769317,0.9049970316)
(0.2136099782,0.902866058)
(0.2152264055,0.9007191342)
(0.2168264035,0.8985565587)
(0.2184101597,0.8963786303)
(0.2199778587,0.8941856472)
(0.2215296829,0.8919779075)
(0.2230658118,0.8897557087)
(0.2245864229,0.8875193479)
(0.226091691,0.8852691218)
(0.2275817884,0.8830053263)
(0.2290568854,0.8807282566)
(0.2305171496,0.8784382071)
(0.2319627467,0.8761354716)
(0.23339384,0.8738203425)
(0.2348105905,0.8714931117)
(0.2362131571,0.8691540697)
(0.2376016968,0.866803506)
(0.2389763641,0.864441709)
(0.2403373119,0.8620689655)
(0.2416846906,0.8596855614)
(0.243018649,0.857291781)
(0.2443393336,0.8548879071)
(0.2456468893,0.8524742212)
(0.2469414589,0.8500510031)
(0.2482231833,0.847618531)
(0.2494922016,0.8451770815)
(0.2507486512,0.8427269295)
(0.2519926676,0.8402683481)
(0.2532243844,0.8378016086)
(0.2544439338,0.8353269804)
(0.2556514461,0.8328447311)
(0.2568470499,0.8303551263)
(0.2580308721,0.8278584296)
(0.2592030382,0.8253549026)
(0.2603636718,0.8228448049)
(0.2615128952,0.8203283939)
(0.262650829,0.8178059248)
(0.2637775923,0.815277651)
(0.2648933026,0.8127438231)
(0.265998076,0.8102046901)
(0.2670920272,0.8076604983)
(0.2681752693,0.8051114918)
(0.2692479141,0.8025579126)
(0.2703100721,0.8)
(0.2713618521,0.7974379912)
(0.2724033618,0.794872121)
(0.2734347075,0.7923026216)
(0.2744559942,0.7897297229)
(0.2754673256,0.7871536524)
(0.276468804,0.784574635)
(0.2774605306,0.7819928932)
(0.2784426053,0.7794086471)
(0.2794151268,0.776822114)
(0.2803781925,0.7742335088)
(0.2813318987,0.7716430441)
(0.2822763405,0.7690509296)
(0.283211612,0.7664573727)
(0.2841378058,0.7638625781)
(0.2850550136,0.7612667479)
(0.2859633262,0.7586700817)
(0.2868628329,0.7560727765)
(0.2877536221,0.7534750268)
(0.2886357814,0.7508770244)
(0.2895093969,0.7482789584)
(0.2903745539,0.7456810156)
(0.2912313368,0.7430833799)
(0.2920798288,0.7404862329)
(0.2929201122,0.7378897534)
(0.2937522683,0.7352941176)
(0.2945763775,0.7326994994)
(0.2953925191,0.7301060698)
(0.2962007718,0.7275139974)
(0.2970012129,0.7249234481)
(0.2977939193,0.7223345854)
(0.2985789666,0.7197475701)
(0.2993564297,0.7171625607)
(0.3001263827,0.7145797128)
(0.3008888986,0.7119991798)
(0.3016440499,0.7094211124)
(0.3023919079,0.7068456588)
(0.3031325434,0.7042729649)
(0.3038660261,0.7017031739)
(0.3045924251,0.6991364267)
(0.3053118087,0.6965728615)
(0.3060242442,0.6940126144)
(0.3067297985,0.6914558187)
(0.3074285375,0.6889026057)
(0.3081205263,0.686353104)
(0.3088058294,0.6838074398)
(0.3094845106,0.6812657372)
(0.3101566328,0.6787281178)
(0.3108222584,0.6761947008)
(0.3114814489,0.6736656032)
(0.3121342653,0.6711409396)
(0.3127807678,0.6686208225)
(0.313421016,0.6661053619)
(0.3140550688,0.6635946658)
(0.3146829843,0.6610888398)
(0.3153048202,0.6585879874)
(0.3159206336,0.6560922098)
(0.3165304805,0.6536016063)
(0.3171344169,0.6511162737)
(0.3177324978,0.648636307)
(0.3183247777,0.6461617989)
(0.3189113105,0.6436928401)
(0.3194921494,0.6412295191)
(0.3200673473,0.6387719227)
(0.3206369563,0.6363201352)
(0.3212010279,0.6338742394)
(0.3217596131,0.6314343157)
(0.3223127626,0.6290004428)
(0.3228605261,0.6265726975)
(0.323402953,0.6241511544)
(0.3239400923,0.6217358866)
(0.3244719922,0.619326965)
(0.3249987006,0.6169244588)
(0.3255202648,0.6145284355)
(0.3260367316,0.6121389604)
(0.3265481472,0.6097560976)
(0.3270545575,0.6073799088)
(0.3275560077,0.6050104546)
(0.3280525428,0.6026477933)
(0.3285442071,0.600291982)
(0.3290310446,0.5979430758)
(0.3295130985,0.5956011283)
(0.3299904119,0.5932661914)
(0.3304630274,0.5909383155)
(0.330930987,0.5886175493)
(0.3313943324,0.58630394)
(0.3318531047,0.5839975332)
(0.3323073448,0.5816983731)
(0.332757093,0.5794065023)
(0.3332023892,0.577121962)
(0.333643273,0.5748447919)
(0.3340797834,0.5725750302)
(0.3345119592,0.5703127139)
(0.3349398387,0.5680578783)
(0.3353634598,0.5658105576)
(0.33578286,0.5635707845)
(0.3361980765,0.5613385905)
(0.336609146,0.5591140056)
(0.337016105,0.5568970587)
(0.3374189894,0.5546877773)
(0.3378178348,0.5524861878)
(0.3382126767,0.5502923153)
(0.3386035498,0.5481061835)
(0.3389904888,0.5459278152)
(0.3393735279,0.543757232)
(0.3397527011,0.5415944541)
(0.3401280417,0.5394395008)
(0.3404995831,0.5372923902)
(0.3408673581,0.5351531394)
(0.3412313992,0.5330217643)
(0.3415917387,0.5308982799)
(0.3419484085,0.5287826999)
(0.3423014401,0.5266750373)
(0.3426508647,0.5245753038)
(0.3429967135,0.5224835104)
(0.343339017,0.5203996669)
(0.3436778055,0.5183237824)
(0.3440131091,0.5162558647)
(0.3443449575,0.514195921)
(0.3446733802,0.5121439575)
(0.3449984064,0.5100999796)
(0.345320065,0.5080639917)
(0.3456383844,0.5060359974)
(0.3459533932,0.5040159995)
(0.3462651192,0.502004)
(0.3465735903,0.5)
(0.3468788339,0.498004)
(0.3471808774,0.4960159995)
(0.3474797476,0.4940359974)
(0.3477754713,0.4920639919)
(0.348068075,0.4900999804)
(0.3483575847,0.4881439595)
(0.3486440265,0.4861959253)
(0.348927426,0.4842558731)
(0.3492078088,0.4823237975)
(0.3494851999,0.4803996925)
(0.3497596244,0.4784835516)
(0.350031107,0.4765753675)
(0.3502996722,0.4746751323)
(0.3505653442,0.4727828376)
(0.350828147,0.4708984743)
(0.3510881045,0.4690220328)
(0.3513452402,0.4671535029)
(0.3515995774,0.4652928739)
(0.3518511394,0.4634401347)
(0.3520999489,0.4615952733)
(0.3523460287,0.4597582775)
(0.3525894014,0.4579291346)
(0.352830089,0.4561078312)
(0.3530681138,0.4542943537)
(0.3533034975,0.4524886878)
(0.3535362618,0.4506908189)
(0.3537664282,0.4489007319)
(0.3539940179,0.4471184113)
(0.354219052,0.4453438411)
(0.3544415513,0.443577005)
(0.3546615364,0.4418178862)
(0.354879028,0.4400664676)
(0.3550940461,0.4383227318)
(0.355306611,0.4365866607)
(0.3555167425,0.4348582362)
(0.3557244605,0.4331374397)
(0.3559297843,0.4314242523)
(0.3561327334,0.4297186546)
(0.356333327,0.4280206272)
(0.3565315841,0.4263301501)
(0.3567275236,0.4246472031)
(0.356921164,0.4229717658)
(0.357112524,0.4213038173)
(0.3573016218,0.4196433367)
(0.3574884756,0.4179903026)
(0.3576731034,0.4163446934)
(0.3578555231,0.4147064873)
(0.3580357523,0.4130756622)
(0.3582138086,0.4114521958)
(0.3583897093,0.4098360656)
(0.3585634715,0.4082272487)
(0.3587351125,0.4066257222)
(0.358904649,0.4050314628)
(0.3590720979,0.4034444473)
(0.3592374756,0.401864652)
(0.3594007987,0.4002920531)
(0.3595620835,0.3987266266)
(0.3597213461,0.3971683485)
(0.3598786025,0.3956171945)
(0.3600338687,0.39407314)
(0.3601871603,0.3925361604)
(0.3603384929,0.3910062311)
(0.360487882,0.389483327)
(0.3606353429,0.3879674232)
(0.3607808908,0.3864584944)
(0.3609245408,0.3849565153)
(0.3610663077,0.3834614606)
(0.3612062064,0.3819733046)
(0.3613442514,0.3804920218)
(0.3614804574,0.3790175864)
(0.3616148388,0.3775499725)
(0.3617474098,0.3760891542)
(0.3618781845,0.3746351054)
(0.362007177,0.3731878)
(0.3621344013,0.3717472119)
(0.362259871,0.3703133147)
(0.3623835999,0.3688860821)
(0.3625056016,0.3674654876)
(0.3626258893,0.3660515049)
(0.3627444766,0.3646441074)
(0.3628613765,0.3632432684)
(0.3629766022,0.3618489613)
(0.3630901666,0.3604611596)
(0.3632020826,0.3590798364)
(0.363312363,0.3577049649)
(0.3634210204,0.3563365185)
(0.3635280673,0.3549744702)
(0.3636335162,0.3536187933)
(0.3637373794,0.3522694608)
(0.3638396691,0.3509264458)
(0.3639403974,0.3495897215)
(0.3640395764,0.3482592609)
(0.364137218,0.3469350371)
(0.364233334,0.3456170232)
(0.364327936,0.3443051921)
(0.3644210357,0.3429995171)
(0.3645126447,0.341699971)
(0.3646027743,0.3404065271)
(0.3646914358,0.3391191583)
(0.3647786406,0.3378378378)
(0.3648643996,0.3365625387)
(0.364948724,0.3352932341)
(0.3650316247,0.334029897)
(0.3651131126,0.3327725007)
(0.3651931984,0.3315210184)
(0.3652718928,0.3302754233)
(0.3653492064,0.3290356885)
(0.3654251497,0.3278017874)
(0.3654997331,0.3265736933)
(0.3655729669,0.3253513795)
(0.3656448614,0.3241348193)
(0.3657154267,0.3229239863)
(0.365784673,0.3217188538)
(0.3658526101,0.3205193953)
(0.3659192479,0.3193255844)
(0.3659845965,0.3181373946)
(0.3660486653,0.3169547997)
(0.3661114642,0.3157777733)
(0.3661730028,0.3146062891)
(0.3662332904,0.313440321)
(0.3662923366,0.3122798427)
(0.3663501507,0.3111248283)
(0.3664067419,0.3099752516)
(0.3664621196,0.3088310867)
(0.3665162927,0.3076923077)
(0.3665692705,0.3065588887)
(0.3666210617,0.305430804)
(0.3666716754,0.3043080279)
(0.3667211204,0.3031905346)
(0.3667694054,0.3020782987)
(0.3668165391,0.3009712946)
(0.3668625302,0.2998694968)
(0.3669073872,0.29877288)
(0.3669511185,0.297681419)
(0.3669937327,0.2965950884)
(0.367035238,0.2955138631)
(0.3670756427,0.2944377182)
(0.3671149551,0.2933666285)
(0.3671531833,0.2923005692)
(0.3671903353,0.2912395154)
(0.3672264193,0.2901834424)
(0.3672614431,0.2891323255)
(0.3672954146,0.2880861401)
(0.3673283417,0.2870448617)
(0.3673602321,0.2860084659)
(0.3673910936,0.2849769283)
(0.3674209338,0.2839502247)
